ID,Recipe ID,Ingredient ID,Weight
610,64,656,0.0
611,64,578,5.0
612,64,525,2.5
613,64,527,1000.0
614,64,144,0.0
615,65,77,50.0
616,65,262,50.0
617,65,590,50.0
618,65,52,100.0
619,65,738,50.0
620,65,419,50.0
621,65,150,300.0
622,65,522,0.0
623,65,758,80.0
624,65,22,10.0
625,65,656,0.0
626,65,829,0.0
627,65,578,5.0
628,65,22,0.0
629,66,26,150.0
630,66,739,150.0
631,66,219,200.0
632,66,405,2.0
633,66,301,0.0
634,66,184,0.0
635,66,26,0.0
636,67,397,400.0
637,67,315,120.0
638,67,92,200.0
639,67,522,150.0
640,67,344,0.0
641,67,656,0.0
642,67,829,0.0
643,67,527,34.0
644,67,338,0.0
645,68,208,1100.0
646,68,302,0.0
647,68,553,60.0
648,68,656,0.0
649,68,829,0.0
650,68,527,500.0
651,68,669,50.0
652,68,338,0.0
653,68,480,0.0
654,69,638,200.0
655,69,522,0.0
656,69,315,60.0
657,69,502,160.0
658,69,633,50.0
659,69,640,0.0
660,70,399,200.0
661,70,26,150.0
662,70,184,40.0
663,70,485,60.0
664,70,26,0.0
665,70,411,0.0
666,70,485,0.0
667,71,26,300.0
668,71,411,100.0
669,71,626,50.0
670,71,235,0.0
671,72,448,100.0
672,72,738,200.0
673,72,633,50.0
674,72,522,100.0
675,72,808,0.0
676,72,656,0.0
677,72,555,0.0
678,73,19,100.0
679,73,488,190.0
680,73,355,25.0
681,73,634,100.0
682,73,52,150.0
683,73,388,100.0
684,73,776,0.0
685,73,776,0.0
686,74,104,300.0
687,74,60,200.0
688,74,52,150.0
689,74,414,90.0
690,74,533,80.0
691,74,831,10.0
692,74,633,100.0
693,74,656,0.0
694,74,178,0.0
695,75,135,100.0
696,75,414,70.0
697,75,839,150.0
698,75,692,100.0
699,75,52,50.0
700,75,831,10.0
701,75,407,0.0
702,75,656,0.0
703,75,649,0.0
704,75,43,0.0
705,76,55,400.0
706,76,845,150.0
707,76,678,100.0
708,76,212,100.0
709,76,533,80.0
710,76,626,150.0
711,76,527,0.0
712,76,656,0.0
713,76,829,0.0
714,76,698,0.0
715,77,314,400.0
716,77,826,120.0
717,77,458,200.0
718,77,399,150.0
719,77,831,10.0
720,77,461,0.0
721,77,656,0.0
722,77,829,0.0
723,77,527,0.0
724,77,217,70.0
725,77,355,70.0
726,77,144,0.0
727,78,269,150.0
728,78,444,200.0
729,78,739,150.0
730,78,338,60.0
731,78,776,0.0
732,78,555,0.0
733,78,776,0.0
734,79,672,200.0
735,79,658,300.0
736,79,758,150.0
737,79,738,100.0
738,79,533,80.0
739,79,831,10.0
740,79,499,0.0
741,79,656,0.0
742,79,829,0.0
743,79,326,1.0
744,79,776,0.0
745,80,26,300.0
746,80,230,150.0
747,80,522,250.0
748,80,315,120.0
749,80,443,70.0
750,80,633,100.0
751,80,399,150.0
752,80,578,0.0
753,80,230,0.0
754,80,580,0.0
755,81,443,100.0
756,81,399,250.0
757,81,26,150.0
758,81,414,90.0
759,81,405,0.0
760,81,578,0.0
761,81,26,0.0
762,82,609,200.0
763,82,212,200.0
764,82,586,200.0
765,82,414,150.0
766,82,315,120.0
767,82,533,120.0
768,82,355,40.0
769,82,776,20.0
770,83,444,100.0
771,83,315,180.0
772,83,212,300.0
773,83,530,80.0
774,83,148,300.0
775,83,776,20.0
776,83,178,30.0
777,83,656,0.0
778,83,213,2000.0
779,83,355,50.0
780,83,430,20.0
781,83,810,12.0
782,83,178,0.0
783,83,776,0.0
784,84,212,500.0
785,84,399,100.0
786,84,633,80.0
787,84,656,0.0
788,84,829,0.0
789,84,583,0.0
790,85,592,400.0
791,85,212,500.0
792,85,399,300.0
793,85,178,30.0
794,85,522,100.0
795,85,527,0.0
796,85,209,0.0
797,85,656,0.0
798,85,829,0.0
799,85,719,0.0
800,85,505,0.0
801,86,852,150.0
802,86,26,150.0
803,86,845,20.0
804,86,13,62.5
805,86,92,70.0
806,86,578,0.0
807,87,53,105.0
808,87,503,80.0
809,87,419,100.0
810,87,665,50.0
811,87,831,5.0
812,87,449,34.0
813,87,656,0.0
814,87,829,0.0
815,87,583,0.0
816,88,195,500.0
817,88,738,50.0
818,88,458,60.0
819,88,315,120.0
820,88,499,0.0
821,88,710,0.0
822,88,656,0.0
823,88,829,0.0
824,88,640,0.0
825,88,831,10.0
826,88,776,0.0
827,89,739,200.0
828,89,315,60.0
829,89,522,150.0
830,89,578,50.0
831,89,648,1.0
832,89,852,500.0
833,89,633,100.0
834,89,499,120.0
835,89,580,0.0
836,90,835,30.0
837,90,269,100.0
838,90,448,100.0
839,90,665,50.0
840,90,831,10.0
841,90,656,0.0
842,90,829,0.0
843,90,583,0.0
844,91,4,200.0
845,91,290,37.5
846,91,503,80.0
847,91,328,60.0
848,91,480,15.0
849,91,449,34.0
850,91,225,0.0
851,92,212,400.0
852,92,640,100.0
853,92,527,30.0
854,92,399,100.0
855,92,522,150.0
856,92,315,60.0
857,92,831,10.0
858,92,461,0.0
859,92,656,0.0
860,92,583,0.0
861,93,212,300.0
862,93,399,100.0
863,93,633,50.0
864,93,533,80.0
865,93,831,10.0
866,93,527,34.0
867,93,656,0.0
868,93,829,0.0
869,93,209,0.0
870,93,710,0.0
871,93,583,0.0
872,94,107,200.0
873,94,61,120.0
874,94,503,80.0
875,94,573,100.0
876,94,653,60.0
877,94,290,75.0
878,94,217,50.0
879,94,355,30.0
880,94,649,30.0
881,94,656,0.0
882,94,829,0.0
883,94,144,0.0
884,95,638,400.0
885,95,315,120.0
886,95,739,250.0
887,95,184,50.0
888,95,522,50.0
889,95,69,75.0
890,95,580,0.0
891,96,485,250.0
892,96,633,100.0
893,96,607,170.0
894,96,132,100.0
895,96,197,0.0
896,96,235,0.0
897,96,132,0.0
898,97,104,100.0
899,97,212,240.0
900,97,367,50.0
901,97,653,60.0
902,97,355,50.0
903,97,583,30.0
904,97,499,51.0
905,97,656,0.0
906,97,829,0.0
907,97,583,0.0
908,98,77,100.0
909,98,694,100.0
910,98,315,60.0
911,98,831,10.0
912,98,583,30.0
913,98,656,0.0
914,98,829,0.0
915,98,178,0.0
916,99,309,300.0
917,99,52,150.0
918,99,503,160.0
919,99,533,80.0
920,99,527,30.0
921,99,831,10.0
922,99,656,0.0
923,99,829,0.0
924,99,583,0.0
925,100,522,150.0
926,100,315,60.0
927,100,578,130.0
928,100,607,180.0
929,100,399,120.0
930,100,633,30.0
931,100,525,5.0
932,100,656,0.0
933,100,405,0.0
934,100,405,0.0
935,100,607,0.0
936,101,623,200.0
937,101,738,100.0
938,101,473,300.0
939,101,48,75.0
940,101,479,45.0
941,101,505,100.0
942,101,831,5.0
943,101,527,17.0
944,101,670,50.0
945,101,656,0.0
946,101,829,0.0
947,101,505,0.0
948,102,77,150.0
949,102,212,240.0
950,102,315,120.0
951,102,370,100.0
952,102,355,50.0
953,102,178,50.0
954,102,656,0.0
955,102,829,0.0
956,103,309,300.0
957,103,52,300.0
958,103,447,50.0
959,103,338,60.0
960,103,449,34.0
961,103,417,0.0
962,103,209,0.0
963,103,829,0.0
964,103,776,0.0
965,104,560,50.0
966,104,730,50.0
967,104,503,160.0
968,104,444,100.0
969,104,649,0.0
970,104,855,0.0
971,104,449,0.0
972,104,656,0.0
973,104,829,0.0
974,105,839,160.0
975,105,694,200.0
976,105,355,50.0
977,105,831,10.0
978,105,486,0.0
979,105,480,0.0
980,105,656,0.0
981,105,829,0.0
982,105,486,0.0
983,106,522,150.0
984,106,399,300.0
985,106,315,180.0
986,106,633,50.0
987,106,656,0.0
988,106,645,100.0
989,106,88,100.0
990,106,580,0.0
991,107,636,150.0
992,107,781,250.0
993,107,533,80.0
994,107,527,100.0
995,107,522,50.0
996,107,656,0.0
997,107,829,0.0
998,107,583,0.0
999,107,640,50.0
1000,108,522,110.0
1001,108,578,150.0
1002,108,315,180.0
1003,108,525,2.0
1004,108,26,150.0
1005,108,630,100.0
1006,108,580,20.0
1007,108,739,150.0
1008,108,26,0.0
1009,109,522,150.0
1010,109,399,300.0
1011,109,315,180.0
1012,109,633,50.0
1013,109,656,0.0
1014,109,77,150.0
1015,109,634,150.0
1016,109,776,20.0
1017,109,583,0.0
1018,110,522,150.0
1019,110,640,100.0
1020,110,315,180.0
1021,110,578,150.0
1022,110,633,20.0
1023,110,814,0.0
1024,110,580,0.0
1025,110,858,0.0
1026,110,429,0.0
1027,111,522,150.0
1028,111,399,300.0
1029,111,315,180.0
1030,111,633,50.0
1031,111,656,0.0
1032,111,607,80.0
1033,111,580,0.0
1034,112,55,500.0
1035,112,654,80.0
1036,112,449,80.0
1037,112,656,0.0
1038,112,640,100.0
1039,112,328,20.0
1040,113,521,40.0
1041,113,314,400.0
1042,113,633,70.0
1043,113,355,40.0
1044,113,758,40.0
1045,113,480,10.0
1046,113,486,20.0
1047,113,639,0.0
1048,113,656,0.0
1049,113,583,0.0
1050,114,522,150.0
1051,114,399,300.0
1052,114,633,50.0
1053,114,656,0.0
1054,114,315,60.0
1055,114,738,100.0
1056,114,355,30.0
1057,114,178,20.0
1058,115,522,150.0
1059,115,399,300.0
1060,115,315,180.0
1061,115,633,50.0
1062,115,656,0.0
1063,115,781,450.0
1064,115,533,100.0
1065,115,758,90.0
1066,115,633,0.0
1067,115,656,0.0
1068,115,178,0.0
1069,116,521,80.0
1070,116,781,300.0
1071,116,503,80.0
1072,116,249,50.0
1073,116,738,100.0
1074,116,758,60.0
1075,116,178,0.0
1076,117,52,150.0
1077,117,739,150.0
1078,117,738,80.0
1079,117,831,10.0
1080,117,486,20.0
1081,117,486,0.0
1082,118,781,400.0
1083,118,134,100.0
1084,118,533,80.0
1085,118,831,10.0
1086,118,633,70.0
1087,118,640,100.0
1088,118,522,50.0
1089,118,92,100.0
1090,118,503,0.0
1091,118,178,0.0
1092,119,638,150.0
1093,119,449,50.0
1094,119,831,10.0
1095,119,710,0.0
1096,119,656,0.0
1097,119,640,0.0
1098,119,486,0.0
1099,120,806,6.0
1100,120,503,80.0
1101,120,419,80.0
1102,120,665,50.0
1103,120,656,0.0
1104,120,829,0.0
1105,120,22,0.0
1106,121,444,150.0
1107,121,290,60.0
1108,121,132,30.0
1109,121,498,10.0
1110,121,25,10.0
1111,121,583,0.0
1112,122,315,120.0
1113,122,522,150.0
1114,122,738,80.0
1115,122,399,300.0
1116,122,633,100.0
1117,122,178,20.0
1118,122,503,50.0
1119,123,522,300.0
1120,123,315,60.0
1121,123,399,200.0
1122,123,700,5.0
1123,123,738,120.0
1124,123,739,100.0
1125,123,486,20.0
1126,123,831,10.0
1127,123,486,0.0
1128,123,43,0.0
1129,124,23,300.0
1130,124,503,200.0
1131,124,738,100.0
1132,124,831,10.0
1133,124,355,50.0
1134,124,633,20.0
1135,124,178,0.0
1136,125,195,600.0
1137,125,505,200.0
1138,125,738,200.0
1139,125,355,50.0
1140,125,831,10.0
1141,125,486,25.0
1142,125,710,0.0
1143,125,573,0.0
1144,126,314,100.0
1145,126,862,100.0
1146,126,444,60.0
1147,126,4,40.0
1148,126,414,60.0
1149,126,96,40.0
1150,126,372,30.0
1151,126,355,30.0
1152,126,625,15.0
1153,126,669,80.0
1154,126,649,30.0
1155,126,527,0.0
1156,126,43,0.0
1157,126,431,0.0
1158,127,23,100.0
1159,127,503,80.0
1160,127,625,50.0
1161,127,527,5.0
1162,127,43,0.0
1163,127,522,0.0
1164,127,656,0.0
1165,127,829,0.0
1166,127,378,0.0
1167,127,486,10.0
1168,128,40,150.0
1169,128,52,100.0
1170,128,355,20.0
1171,128,640,20.0
1172,128,430,15.0
1173,128,344,18.0
1174,128,656,0.0
1175,128,829,0.0
1176,128,776,10.0
1177,129,330,100.0
1178,129,399,200.0
1179,129,92,200.0
1180,129,633,70.0
1181,129,578,20.0
1182,129,656,5.0
1183,130,752,75.0
1184,130,862,70.0
1185,130,444,30.0
1186,130,4,30.0
1187,130,414,30.0
1188,130,96,30.0
1189,130,372,20.0
1190,130,355,30.0
1191,130,625,15.0
1192,130,669,15.0
1193,130,649,30.0
1194,130,43,0.0
1195,131,773,150.0
1196,131,852,150.0
1197,131,405,1.0
1198,131,640,50.0
1199,131,634,50.0
1200,131,578,0.0
1201,132,256,70.0
1202,132,26,80.0
1203,132,13,60.0
1204,132,640,40.0
1205,132,634,40.0
1206,132,578,0.0
1207,132,16,20.0
1208,133,141,170.0
1209,133,806,9.0
1210,133,768,25.0
1211,133,633,40.0
1212,133,389,10.0
1213,134,314,200.0
1214,134,256,150.0
1215,134,355,20.0
1216,134,315,120.0
1217,134,399,100.0
1218,134,776,10.0
1219,135,679,400.0
1220,135,669,100.0
1221,135,527,30.0
1222,135,13,62.5
1223,135,710,0.0
1224,135,656,0.0
1225,135,829,0.0
1226,135,43,0.0
1227,135,505,100.0
1228,135,573,50.0
1229,136,315,180.0
1230,136,533,80.0
1231,136,831,15.0
1232,136,503,130.0
1233,136,633,40.0
1234,136,758,40.0
1235,136,673,0.0
1236,136,656,0.0
1237,136,178,10.0
1238,136,225,15.0
1239,136,132,10.0
1240,137,522,100.0
1241,137,315,180.0
1242,137,578,200.0
1243,137,120,50.0
1244,137,197,40.0
1245,137,525,3.0
1246,137,745,100.0
1247,137,630,100.0
1248,137,35,10.0
1249,137,230,30.0
1250,137,120,10.0
1251,138,20,150.0
1252,138,77,150.0
1253,138,502,90.0
1254,138,369,50.0
1255,138,52,75.0
1256,138,527,34.0
1257,138,290,37.5
1258,138,831,10.0
1259,138,355,50.0
1260,138,656,0.0
1261,138,829,0.0
1262,138,583,0.0
1263,139,399,700.0
1264,139,522,350.0
1265,139,315,120.0
1266,139,578,50.0
1267,139,525,2.5
1268,139,527,0.0
1269,139,633,0.0
1270,139,781,500.0
1271,139,533,40.0
1272,139,656,0.0
1273,139,829,0.0
1274,139,178,0.0
1275,139,633,0.0
1276,140,522,100.0
1277,140,315,180.0
1278,140,578,200.0
1279,140,197,40.0
1280,140,525,3.0
1281,140,230,60.0
1282,140,745,150.0
1283,140,399,100.0
1284,140,230,30.0
1285,140,197,20.0
1286,141,287,400.0
1287,141,92,100.0
1288,141,13,125.0
1289,141,276,6.0
1290,141,21,2.0
1291,141,102,5.0
1292,141,422,1.0
1293,141,407,1.5
1294,141,381,28.0
1295,141,13,0.0
1296,142,40,890.0
1297,142,427,200.0
1298,142,545,100.0
1299,142,533,80.0
1300,142,758,60.0
1301,142,640,50.0
1302,142,92,400.0
1303,142,522,25.0
1304,142,527,34.0
1305,142,656,0.0
1306,142,829,0.0
1307,142,178,0.0
1308,142,640,0.0
1309,142,502,0.0
1310,143,781,400.0
1311,143,533,80.0
1312,143,414,90.0
1313,143,831,5.0
1314,143,315,60.0
1315,143,545,100.0
1316,143,758,90.0
1317,143,92,250.0
1318,143,527,34.0
1319,143,656,0.0
1320,143,829,0.0
1321,143,178,0.0
1322,144,839,300.0
1323,144,212,300.0
1324,144,641,100.0
1325,144,633,50.0
1326,144,656,0.0
1327,144,829,0.0
1328,144,178,0.0
1329,145,61,120.0
1330,145,315,120.0
1331,145,502,100.0
1332,145,839,100.0
1333,145,656,0.0
1334,145,829,0.0
1335,145,776,0.0
1336,146,309,500.0
1337,146,533,80.0
1338,146,839,200.0
1339,146,212,500.0
1340,146,503,300.0
1341,146,723,200.0
1342,146,355,50.0
1343,146,527,34.0
1344,146,656,0.0
1345,146,829,0.0
1346,147,233,150.0
1347,147,305,150.0
1348,147,92,1000.0
1349,147,578,100.0
1350,148,317,1000.0
1351,148,381,56.0
1352,148,649,100.0
1353,148,527,51.0
1354,148,829,0.0
