ID,Name,Breakfast,Cooking time in minutes,Cooking time,Serving type,Servings,Calories,Protein,Fat,Carbs,Difficulty,Spicy,Ingredients,Types,Weights,URL,Picture URL
307,Сливочно-грибной птитим на обед,0,30,30 минут,Порции,3,221.94,6.8,12.7,22.6,1,1,[277 494 364 315 390 486 427 314],"['г', 'г', 'г', 'г', 'по вкусу', 'г', 'г', 'г']","[180.0, 160.0, 200.0, 80.0, 0, 1.0, 50.0, 30.0]",https://food.ru/recipes/190331,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS80WHhLTUUuanBlZw.jpg
308,Мандариновый напиток с какао-порошком,0,30,30 минут,Порции,2,35.45,0.59,0.31,7.42,1,0,[227 453 124  62],"['г', 'г', 'г', 'г']","[200.0, 30.0, 9.0, 400.0]",https://food.ru/recipes/190332,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAxMy8zM0JFc1AuanBlZw.jpg
309,"Сэндвичи с желтыми томатами, сладким перцем и сыром к завтраку",0,30,30 минут,Порции,2,250.13,9.07,5.93,41.0,1,0,[ 89 379 363 427  31],"['г', 'г', 'г', 'г', 'г']","[80.0, 50.0, 50.0, 80.0, 1600.0]",https://food.ru/recipes/190333,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zUUNYdDkuanBlZw.jpg
310,Теплый салат из запеченных баклажанов и кинзы,0,50,50 минут,Порции,2,89.57,1.3,7.38,4.77,1,1,[ 14 390 140 314 488],"['г', 'г', 'г', 'г', 'г']","[300.0, 1.0, 15.0, 25.5, 10.0]",https://food.ru/recipes/190334,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS94SnlnQnQuanBlZw.jpg
311,Блины с творожной начинкой на завтрак,1,60,1 час ,Порций,6,184.96,7.21,7.17,22.85,1,0,[243 383 390 510 291 308 436  42 112 379 337 239],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'по желанию', 'г', 'г', 'г', 'по желанию']","[500.0, 2.5, 5.0, 120.0, 34.0, 260.0, 200.0, 0, 50.0, 50.0, 50.0, 0]",https://food.ru/recipes/190335,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS80OXgyUDYuanBlZw.jpg
312,Перец с начинкой из фарша и томатов в духовке,0,50,50 минут,Порция,1,182.13,5.18,16.47,4.07,1,0,[258  34 390 314 294],"['г', 'г', 'г', 'г', 'г']","[150.0, 150.0, 5.0, 17.0, 80.0]",https://food.ru/recipes/190336,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9HNGd3cnkuanBlZw.jpg
313,Жареные креветки с чесноком и итальянскими травами,0,15,15 минут,Порции,2,171.1,15.69,10.59,1.7,1,0,[183 488 119 390 271 340],"['г', 'г', 'г', 'г', 'г', 'г']","[300.0, 10.0, 1.0, 1.0, 34.0, 10.0]",https://food.ru/recipes/190337,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS85cUhEOVouanBlZw.jpg
314,"Бутерброды с киви, творожным сыром и чесноком",1,10,10 минут,Порция,1,182.21,4.03,9.05,17.69,1,0,[438 488 139 452],"['г', 'г', 'г', 'г']","[50.0, 5.0, 75.0, 40.0]",https://food.ru/recipes/190338,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS80RkUyWFYuanBlZw.jpg
315,"Суп из красной рыбы, овощей и сметаны",0,40,40 минут,Порции,4,45.77,3.39,2.6,2.34,1,0,[410  62 390 424 132 252 315 314 379],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[500.0, 1500.0, 10.0, 2.0, 300.0, 45.0, 40.0, 5.0, 50.0]",https://food.ru/recipes/190339,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zSFFlZ0cuanBlZw.jpg
316,Паста с творожным сыром на обед,0,40,40 минут,Порции,3,364.97,8.18,16.35,43.22,1,0,[223 372 438],"['г', 'г', 'г']","[200.0, 30.0, 100.0]",https://food.ru/recipes/190340,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9RTjlNZlEuanBlZw.jpg
317,Воздушный вишневый пудинг с манной крупой,0,50,50 минут,Порция,1,76.18,1.57,0.27,16.49,1,0,[ 60 228],"['г', 'г']","[200.0, 20.0]",https://food.ru/recipes/190342,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS83WDhlTTQuanBlZw.jpg
318,Штрудель с творогом и консервированным ананасом,0,35,35 минут,Порции,2,115.43,9.17,3.39,11.85,1,0,[ 11 510 434 156],"['г', 'г', 'г', 'г']","[50.0, 60.0, 200.0, 200.0]",https://food.ru/recipes/190343,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zVTdDSFguanBlZw.jpg
319,Печенье из тыквы,0,90,1 час 30 минут,Штук,16,211.99,4.39,3.72,42.49,2,0,[308 455 337 314 311  44 247 390 243],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по желанию']","[195.0, 250.0, 75.0, 17.0, 2.5, 4.0, 4.0, 1.0, 0]",https://food.ru/recipes/190344,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS80UWRtaEouanBlZw.jpg
320,Нежная рисовая каша на молоке с черносливом,1,45,45 минут,Порции,4,92.36,2.43,1.29,17.83,1,0,[ 62 243 184 337 390 483 372],"['г', 'г', 'г', 'г', 'г', 'г', 'по вкусу']","[400.0, 600.0, 180.0, 25.0, 2.0, 50.0, 0]",https://food.ru/recipes/190345,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9Fc2NNc1UuanBlZw.jpg
321,Легкое печенье,0,60,1 час ,Штук,8,321.6,5.52,11.05,51.1,2,0,[372 338 199 212 243 308 383 390 480],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по желанию']","[60.0, 140.0, 60.0, 60.0, 20.0, 195.0, 2.5, 1.0, 0]",https://food.ru/recipes/190346,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS80QWk0YU4uanBlZw.jpg
322,Салат «Селедка под шубой» из четырех ингредиентов,0,40,40 минут,Порции,4,127.46,6.42,7.78,7.91,1,0,[132 342 221 354],"['г', 'г', 'г', 'г']","[240.0, 250.0, 50.0, 250.0]",https://food.ru/recipes/190348,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9xQ1pjV1UuanBlZw.jpg
323,Королевская шуба с семгой и морепродуктами,0,60,1 час ,Порции,4,118.48,7.65,6.5,7.88,3,1,[160 132 199 166 219 186 171 252 120 221 390 114 340],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по желанию', 'по вкусу']","[150.0, 240.0, 120.0, 150.0, 300.0, 100.0, 100.0, 90.0, 45.0, 75.0, 5.0, 0, 0]",https://food.ru/recipes/190349,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9FOEJuRFAuanBlZw.jpg
324,Творожные оладьи с яблоками и медом на завтрак,1,40,40 минут,Порции,2,140.21,7.02,6.46,13.13,1,0,[502 434 239 510 238],"['г', 'г', 'г', 'г', 'г']","[250.0, 180.0, 56.0, 60.0, 20.0]",https://food.ru/recipes/190350,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS80UWJqaHcuanBlZw.jpg
325,Домашний хлеб с семенами льна,0,180,3 часа ,Порций,5,271.04,8.32,7.52,42.14,1,0,[309 308 414 337 390 372  62 355],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[200.0, 200.0, 10.0, 25.0, 10.0, 30.0, 160.0, 44.0]",https://food.ru/recipes/190351,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zZE5IZGkuanBlZw.jpg
326,Молочная рисовая каша с черносливом,1,30,30 минут,Порции,4,86.79,2.38,2.73,13.07,1,0,[243  62 322 483 390 372 337],"['г', 'г', 'г', 'по вкусу', 'г', 'г', 'по вкусу']","[750.0, 500.0, 200.0, 0, 5.0, 25.0, 0]",https://food.ru/recipes/190352,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zNENmN0EuanBlZw.jpg
327,Нежное чесночно-луковое масло для тостов,0,70,1 час 10 минут,Порции,4,422.11,1.38,43.46,6.37,1,1,[372 488 180 390 486],"['г', 'г', 'г', 'по вкусу', 'по вкусу']","[100.0, 15.0, 75.0, 0, 0]",https://food.ru/recipes/190354,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS81cUFnWkEuanBlZw.jpg
328,Бургеры на гриле,0,20,20 минут,Штуки,2,248.91,7.41,18.93,14.57,2,1,[ 38 335 315 294 234 221 135  72 427 314 258 486 390 149],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по желанию']","[120.0, 16.0, 40.0, 80.0, 50.0, 50.0, 50.0, 16.0, 40.0, 8.5, 200.0, 1.0, 1.0, 0]",https://food.ru/recipes/190355,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9hd3dmb0IuanBlZw.jpg
329,Морковный пирог с творожным кремом к чаю,0,180,3 часа ,Порции,3,304.01,4.95,20.28,24.66,1,0,[252 510 311 239 379 438 337 308 291 165 127],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[200.0, 180.0, 5.0, 84.0, 200.0, 150.0, 75.0, 200.0, 150.0, 2.0, 1.0]",https://food.ru/recipes/190356,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS80QUR1NGQuanBlZw.jpg
330,Нежный омлет с брокколи и сыром на завтрак,1,10,10 минут,Порция,1,141.01,7.75,10.93,3.41,1,0,[ 91 314 510 364   5 433],"['г', 'г', 'г', 'г', 'г', 'г']","[150.0, 5.0, 120.0, 75.0, 1.0, 30.0]",https://food.ru/recipes/190357,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zY1BKVDMuanBlZw.jpg
331,Картофельный салат с квашеной капустой и зеленым луком,0,25,25 минут,Порция,1,79.19,1.89,1.87,13.11,1,0,[132 133 105 340 290],"['г', 'г', 'г', 'г', 'г']","[240.0, 50.0, 20.0, 5.0, 5.0]",https://food.ru/recipes/190358,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zeWFUN0ouanBlZw.jpg
332,Самое простое песочное печенье на сливочном масле,0,85,1 час 25 минут,Порций,10,457.2,7.19,31.12,36.25,1,0,[199 337 372 308 311],"['г', 'по вкусу', 'г', 'г', 'г']","[60.0, 0, 200.0, 300.0, 5.0]",https://food.ru/recipes/190359,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS80UFQzZmYuanBlZw.jpg
333,Мясной соус болоньезе,0,190,3 часа 10 минут,Порции,4,122.09,6.4,8.39,3.82,4,2,[314 315 252 402 488  67 423 205 446 243 176 295 390 486 275 285 274],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по желанию', 'по желанию', 'по желанию']","[17.0, 80.0, 90.0, 45.0, 5.0, 300.0, 1.0, 1.0, 30.0, 66.0, 66.0, 250.0, 5.0, 2.5, 0, 0, 0]",https://food.ru/recipes/190360,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS83VzZ6dlMuanBlZw.jpg
334,Цветной суп,0,30,30 минут,Порции,4,31.79,1.12,1.37,4.17,2,1,[475 252 402 315 132  34 390  41 488 314  62 340  74],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'по желанию']","[400.0, 90.0, 45.0, 40.0, 120.0, 75.0, 5.0, 5.0, 5.0, 17.0, 600.0, 0, 0]",https://food.ru/recipes/190361,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zOUdWaDcuanBlZw.jpg
335,Творожное суфле в духовке,1,25,25 минут,Порции,2,195.51,12.64,9.17,16.43,3,0,[434 199 308 337 478 372 338],"['г', 'г', 'г', 'г', 'г', 'г', 'по желанию']","[250.0, 240.0, 50.0, 62.5, 2.0, 20.0, 0]",https://food.ru/recipes/190362,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDI0MDIwMi8zYlp4a1kuanBlZw.jpg
336,Паста своими руками,0,90,1 час 30 минут,Порции,4,320.07,10.14,14.22,37.47,3,1,[199 390 314 308 427 449],"['г', 'г', 'г', 'г', 'по желанию', 'по вкусу']","[120.0, 5.0, 34.0, 195.0, 0, 0]",https://food.ru/recipes/190363,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS80Q3Z1aFIuanBlZw.jpg
337,Булочки с корицей,1,200,3 часа 20 минут,Штук,8,337.76,5.56,17.13,41.09,3,0,[243 337 372 414 199 390 308 165 337 314 438 372],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[130.0, 59.4, 50.0, 2.0, 60.0, 1.0, 250.0, 10.0, 90.0, 17.0, 100.0, 50.0]",https://food.ru/recipes/190364,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS91RWlIWFEuanBlZw.jpg
338,Канноли,0,60,1 час ,Порция,1,789.52,6.0,32.62,19.7,3,0,[308 390 199 314 247 123  56  23 321 338 498 314 338],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по желанию']","[325.0, 1.0, 60.0, 34.0, 2.0, 9.0, 36.0, 200.0, 750.0, 140.0, 50.0, 600.0, 0]",https://food.ru/recipes/190365,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9hUEFlSEQuanBlZw.jpg
339,Вафли без сливочного масла с вареной сгущенкой,1,40,40 минут,Порция,1,385.14,6.98,23.0,40.08,1,0,[199 314 337 390 308],"['г', 'г', 'г', 'по вкусу', 'г']","[60.0, 35.0, 40.0, 0, 50.0]",https://food.ru/recipes/190366,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS81YzJYc0suanBlZw.jpg
340,Ватрушка с творогом,1,280,4 часа 40 минут,Штук,10,248.83,9.44,6.97,39.42,3,0,[113 434  44 199 308 337 390 372 243 337 414 199 308],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[51.15, 200.0, 8.0, 60.0, 8.0, 37.5, 1.0, 50.0, 130.0, 90.0, 12.0, 120.0, 400.0]",https://food.ru/recipes/190367,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS94ZnBCdEMuanBlZw.jpg
341,Панкейки на кислом молоке,1,20,20 минут,Порции,4,246.49,6.43,9.3,35.05,2,0,[314 308 337 390 142 383 199 239],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'по вкусу']","[34.0, 195.0, 50.0, 1.0, 200.0, 2.5, 60.0, 0]",https://food.ru/recipes/190368,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zaVRmNjQuanBlZw.jpg
342,Жареная щука в сметанно-молочном соусе,0,45,45 минут,Порции,4,127.18,10.6,8.29,2.54,1,0,[501 315 252 379 243 422 213 390 314],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'г']","[800.0, 160.0, 90.0, 200.0, 200.0, 1.0, 1.0, 0, 75.0]",https://food.ru/recipes/190369,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS84ZHpnNFguanBlZw.jpg
343,Похлебка из маринованных помидоров и риса,0,50,50 минут,Порции,2,44.45,0.74,3.1,3.41,1,0,[235 322 252 315 488  62 291 390 399],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'по вкусу']","[200.0, 20.0, 30.0, 60.0, 3.0, 500.0, 25.5, 0, 0]",https://food.ru/recipes/190370,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9yUHFtR2cuanBlZw.jpg
344,Клешня краба-стригуна с томатно-чесночным соусом,0,5,5 минут,Порция,1,31.59,4.0,0.84,2.33,1,0,[172 403   5  62 446 488 458 390],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[100.0, 30.0, 5.0, 300.0, 30.0, 5.0, 10.0, 1.0]",https://food.ru/recipes/190371,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9EQUhMZzcuanBlZw.jpg
345,Спагетти с соусом карбонара,0,20,20 минут,Порции,3,67.65,2.68,3.52,6.12,2,1,[ 20 315  88 366 433 390 486 398  62 427],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по вкусу']","[150.0, 80.0, 51.0, 100.0, 50.0, 5.0, 2.5, 250.0, 2500.0, 0]",https://food.ru/recipes/190372,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS80V0VpZmUuanBlZw.jpg
346,Десерт из зеленого жареного банана с корицей,0,10,10 минут,Порция,1,199.83,4.09,12.43,20.08,1,0,[102 510 314 165 379],"['г', 'г', 'г', 'г', 'г']","[150.0, 60.0, 17.0, 2.0, 50.0]",https://food.ru/recipes/190373,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zOXNyQmguanBlZw.jpg
347,"Брускетта с баклажанами, творожным сыром и чесноком",0,20,20 минут,Порция,1,131.0,1.99,9.48,9.3,1,1,[ 14 452 438 294 488 314 390 486],"['г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'по желанию']","[210.0, 40.0, 15.0, 80.0, 5.0, 30.0, 0, 0]",https://food.ru/recipes/190374,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9mSGtWY2QuanBlZw.jpg
348,Коктейль молочный из арбуза и дыни,0,20,20 минут,Порция,1,40.24,1.65,1.29,5.66,1,0,[243  10  86],"['г', 'г', 'г']","[100.0, 60.0, 50.0]",https://food.ru/recipes/190375,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zZkJyajQuanBlZw.jpg
349,Тыквенный суп со свининой и зеленью,0,120,2 часа ,Порции,4,79.68,3.3,4.38,7.87,1,1,[455 348 132 315 252  34 340 314 390 486 473 205],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'по желанию', 'по вкусу', 'г']","[1800.0, 400.0, 480.0, 80.0, 90.0, 150.0, 30.0, 40.0, 0, 0, 0, 2.0]",https://food.ru/recipes/190376,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9Qa05ZR00uanBlZw.jpg
350,Легкий салат с куриной печенью и виноградом,0,15,15 минут,Порция,1,86.39,5.66,5.01,5.49,1,0,[334 196 390 314  58 296  15],"['г', 'г', 'г', 'г', 'г', 'г', 'г']","[200.0, 150.0, 1.0, 17.0, 100.0, 100.0, 18.0]",https://food.ru/recipes/190377,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9UTVM4dlUuanBlZw.jpg
351,Булгур с баклажанами и репчатым луком,0,45,45 минут,Порции,2,103.58,2.38,4.7,11.25,1,0,[315 314  14  37  63 390],"['г', 'г', 'г', 'г', 'г', 'по вкусу']","[80.0, 30.0, 210.0, 100.0, 250.0, 0]",https://food.ru/recipes/190378,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS80NHA2RHQuanBlZw.jpg
352,Яблочное пюре со сливочным маслом и сахаром,0,50,50 минут,Порция,1,73.96,0.41,3.56,9.45,1,0,[101 372 337 364],"['г', 'г', 'по вкусу', 'по желанию']","[500.0, 20.0, 0, 0]",https://food.ru/recipes/190379,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zOFNkWnAuanBlZw.jpg
353,Цветная капуста со сметаной,0,30,30 минут,Порции,3,58.54,1.87,3.71,4.93,2,1,[475 121 488 285 380 390 486 271],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[500.0, 300.0, 5.0, 2.0, 100.0, 2.0, 0.5, 17.0]",https://food.ru/recipes/190381,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9FdGRqZnEuanBlZw.jpg
354,Сахарное печенье с кокосовой стружкой на кефире и сметане,0,50,50 минут,Порций,6,379.41,5.25,20.73,43.68,1,0,[372 138 379 308 337  42 311 147],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[200.0, 150.0, 75.0, 390.0, 175.0, 1.0, 5.0, 45.0]",https://food.ru/recipes/190382,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS80TnZwTE0uanBlZw.jpg
355,Пшеничная каша с капустой и овощами,1,45,45 минут,Порции,2,96.43,1.09,6.87,7.38,1,0,[291 306 126 315 252 399 390  62],"['г', 'г', 'г', 'г', 'г', 'по вкусу', 'по вкусу', 'г']","[51.0, 80.0, 150.0, 60.0, 50.0, 0, 0, 400.0]",https://food.ru/recipes/190383,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS92cjVkR3ouanBlZw.jpg
356,Растворимый кофе на молоке,0,7,7 минут,Порция,1,91.48,2.59,2.24,14.78,1,0,[313 337 245],"['г', 'г', 'г']","[2.0, 30.0, 250.0]",https://food.ru/recipes/190384,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS80UXM3VWguanBlZw.jpg
357,"Яйца, запеченные в духовке",1,20,20 минут,Порции,2,236.29,13.54,11.98,17.77,2,1,[199 433 390 486 452],"['г', 'г', 'г', 'г', 'г']","[120.0, 50.0, 1.5, 0.5, 80.0]",https://food.ru/recipes/190385,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zdXljNHIuanBlZw.jpg
358,Круглые лепешки из дрожжевого теста на кефире и молоке,1,50,50 минут,Порции,3,263.51,6.04,13.58,29.39,1,0,[137 414 510 314 337 243 308],"['г', 'г', 'г', 'г', 'г', 'г', 'г']","[300.0, 12.0, 60.0, 102.0, 50.0, 100.0, 300.0]",https://food.ru/recipes/190386,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zcTNYSkcuanBlZw.jpg
359,Ажурные блинчики с ванилином на ряженке,1,20,20 минут,Порций,10,122.62,4.24,2.79,20.81,1,0,[199 331 390 337 248 311  63  42  33],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[180.0, 200.0, 1.0, 100.0, 1.0, 1.0, 400.0, 0.5, 150.0]",https://food.ru/recipes/190387,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9HWW1XdFouanBlZw.jpg
